2016-01-27  27.99  28.76  28.25  27.31  1586758.0  131799782.0
2016-01-25  30.12  31.19  30.34  30.06   453188.0   41705778.0
2016-01-22  30.09  30.52  30.06  28.66   598009.0   52970318.0
2016-01-21  30.46  30.79  29.30  29.16   692465.0   62303598.0
2016-01-20  30.59  31.55  30.55  29.80   691406.0   63678377.0
2016-01-19  29.88  31.19  30.60  29.56   918021.0   84172236.0
2016-01-18  27.27  31.32  30.15  27.20  1023763.0   91497484.0
2016-01-15  27.27  29.69  28.48  27.02  1627573.0  140615071.0
2016-01-14  25.60  28.09  27.94  24.60  1124566.0   89125810.0
2016-01-13  29.59  29.86  26.72  26.72  1492288.0  125051867.0
2016-01-12  29.74  30.92  29.69  28.26  1222649.0  109323952.0
2016-01-11  31.65  32.25  29.74  29.74  2305398.0  209926826.0
2016-01-08  33.25  34.74  33.05  30.42  2034377.0  203546137.0
2016-01-07  34.34  35.41  32.04  32.04   586820.0   59833607.0
2016-01-06  32.12  35.60  35.60  31.95  1872912.0  193421478.0
2016-01-05  29.26  33.13  32.36  29.26  1852207.0  177975585.0
2016-01-04  33.58  34.08  31.04  30.92  1318725.0  128558349.0

[196 rows x 6 columns]
2016-10-28 00:15:16 NORMAL 2031540389888 Thread-10 DEBUG:######## Start To Verify Stock:000568 ########
2016-10-28 00:15:16 NORMAL 2031540389888 Thread-10 DEBUG:Stock:000568 Getting Stock Data From Tushare
